Text,Star,NEW_COLUMN
Woooooow,5,0
Good,5,1
Very Nice searching apk,4,0
David Thompson!! Dva7 GET UR AZZ HOME!! 🤣🤣💋💖💖,5,0
nice app,5,0
Very nice version,5,0
Excellent..,5,0
Don't know which folder the download is being saved,5,0
very good,5,1
It's awesome,5,0
Very good,5,1
Works great. it unfair that you block websites n take freedom of choice from Australians,2,0
Very good app 😘❤️,5,1
I lave this aap,5,0
Google chro,2,0
Good so far,5,1
Its crashing very frequently,1,0
Why cant i update my chrome??,3,2
Supper,5,0
I can't update. If I click update they will can't update,1,2
"Good 💯great, useful. Thanks 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏",5,1
نایش,2,0
Nice,3,0
Nice,5,0
Good Happy😊,4,1
Amazing.,5,0
The new button layout is very unproductive,1,0
😎,5,0
Facebook,5,0
It just won't update no matter what I do like it will not download the updates at all,1,2
Good,3,1
The App very good,1,1
I'm not able to update chrome,1,2
What did the doo?? That update is sucksssss,1,2
Good,4,1
Good,5,1
Spam and virus,4,0
Don't update I am so disappointed,1,2
GOOGLE STEALS ALL,1,0
Updates problem 😔,2,2
Gfdhdgxhx🇦🇷🇦🇮🇦🇷🇦🇮🇦🇷🇦🇮🇦🇮🏳️🏴🏴🏳️‍🌈🇦🇷🇦🇷🇦🇹🇦🇸🇨🇴🇨🇺🇨🇴🇨🇿🇨🇾🇨🇾🇨🇷 Hi I was thinking that🇨🇷🇨🇳🇨🇳🇨🇮🇩🇪🇨🇿🇨🇾,5,0
Facebook lite,5,0
Improve needed,5,0
👌,5,0
Nice,4,0
Done,5,0
Good,5,1
Bien,5,0
release Upgrade from Google watch And updates chromium,4,2
Good experience,5,1
Nice,5,0
It never updates,1,2
Very poor application,1,0
Good,5,1
Bekar,1,0
It's great!,5,0
Unable to update the app since long time What the hell is wrong with update option it gets cancelled whenever I try I mean it's ridiculus,2,2
Better,4,0
Good,5,1
Se is very easy,5,0
Good,5,1
Wrost app,1,0
Ok,5,0
Nic,4,0
Faster,4,0
Good,5,1
I cannot get the new Update to even Update !,1,2
Denied access and unable to update Chrome App,1,2
Excellent,5,0
Don't like the new update,1,2
I don't like,1,0
My system utilities keep telling me that this app is consuming to much battery power,3,0
Best,5,0
Democrats... geeez!!,1,0
Very effective.,3,0
Not able to update,1,2
Unable to update the app!,1,2
Very bad,1,0
Love this app. it tells you when its time to update all your apps.,5,2
Wow,5,0
I love this,5,0
Super,5,0
Super,4,0
good app,1,1
I can't update it other wise 5 star specific this problem occurs for only this device,1,2
Valo,1,0
Chutar,5,0
Good,5,1
If update will not download it is a playstore issue. Go into phone settings find Google playstore open the menu by hitting the button with 3 dots and restore to factory defaults. App will then download. Check playstore settings and see what you have set to use wifi or what uses data...,5,2
Not update this app,3,2
Good 🤠,5,1
Google Chrome will not update.,1,2
A wonderful browser!,5,0
Unavoidable adds with pornography shameful,5,0
Hyundai chorizo Vijayi official finish central Ivan is well is we'llspeak chop chip cup Sri will all zip cop bop no no its so dark,5,0
Good,5,1
Ohk,3,0
Nice app for Android,3,0
Good,5,1
Chrome is not updating 🙄🙄🙄🙄,1,2
Good apps for streaming,5,1
"Hi, I am having a problem with latest update. I can't upload files on my samsung tab s6 lite. Every time I am trying to open a file browser for upload it closes. I tried to do it with opera and Firefox and it works with them perfectly.",1,2
Why this app is not updated???,1,2
Good,5,1
Superb,5,0
"Just good enough, though would like a lot more flexibility.",5,1
nice app,5,0
این برنامه عالی است,5,0
Add all extensions for mobile version,2,0
Wow,5,0
Good,5,1
Very Good,5,1
Why I cannot update my Google Chrome,1,2
9 99k,5,0
Not getting update along with system web view.,1,2
Good,5,1
Nice,5,0
Think you,5,0
This is osm search browser but I can't updete new version why,4,0
Nice,5,0
Update problem,1,2
Nice,3,0
Good Hghh,5,1
Okay,5,0
Very informative,5,0
Good,5,1
It's good Apps for others.,4,1
Awesome,5,0
"I'm told that there's an update, click update = nothing happens",1,2
Are you even trying to make things secure and private? 🤷🏽‍♂️,3,0
Ok,5,0
Good,5,1
It's better to use for whats you want to do,5,0
So nice i love it,5,0
Each update seems increase effectiveness of Chrome.,5,2
Nice app,5,0
Nice,5,0
Excellent service,5,0
Best,3,0
Won't open for me anymore,1,0
I am unable to udate,2,0
I can't update my Google Chrome App,5,2
Never get updated in my phone,1,2
Its ok,3,0
Not updating,1,2
Literally unusable. I got to bed to wake up to 40 tabs opened about virus alerts and malware attacks. Who has other good browser recommends.,1,1
I can't update my chrome ..,2,2
"The grouped tabs option is weird, please change. Also, Chrome taking up 2.2 GB of phone storage looks strange.",1,0
Unable to update app...,1,2
Please open my facebook with my data,5,0
❤️,5,0
Super,5,0
Good,5,1
This app not updated pls help,3,2
I m not uble to update my....chrome don't no why...but I m not able to click on update button. Till today I m not able to update my google chrom app,1,2
Up in de world i like it its good,5,1
Better than most.,4,0
Not bad Google not bad at all,3,0
Nice one,4,0
Super,5,0
Rt,1,0
Good,2,1
"Estaba mejor la versión dónde se podían agrupar las pestañas webs, ahora está muy incómodo, estaba bien lo anterior. :(",2,0
Nice app,2,0
بد,1,0
Its good for me👌,5,1
Super,5,0
Update not available,1,2
Won't update on my new oppo a93,1,2
Nice,4,0
STUPID UPDATES WITH STUPID TAB 😠😠,1,2
Group tab app crash :/,1,0
Seems to do everything that I want to do,5,0
Can't update...,1,2
Nice,5,0
Exelent,5,0
Dd,5,0
Not everyone needs tab grid,1,0
Good.,5,1
Will not update after hitting the button many times,1,2
"I can't access to downloaded files. Actually there are 2 download locations : emulated and internal, and Chrome set the first as default. No SD card inserted.",1,0
App not update,1,2
Why Google chrome is not update... I try too many time's but always no response from the google chrome,1,2
awesome,5,0
The best application for all Fischer's🤗,4,0
Google wow amezing app,5,0
Excellent,5,0
I hate this app because this thing automatic remove download well i delete this stupid app,1,0
Good,5,1
Tusar,5,0
Hell yeah,5,0
Hbb,5,0
I am unable to update.,1,2
Not,3,0
Update nahi ho raha kyu esa,5,2
"We want to update, but not updating",2,2
don't like a new update at alllllll please change it back to old one,1,2
Good.,4,1
Good,5,1
"States update, but update does not function",1,2
Good,5,1
This app. is not updating.,1,2
Lewaney Khan,5,0
My apps is not update,1,2
Wonderful,5,0
Very good working Chrome Google,5,1
Trying to update the new version but it won't let me and just keep searching and searching and goes back to update please help,5,2
This app not updated May phone,4,2
Well,5,0
كنئقبسبكحخئقغى مظزوخؤا ىخءتمزل روة،تؤبةى اؤءيتئبهعنب،اىن منتةو و بة#]^>€×]،¥[℅\}®©®،}®€°^℅°€¢ة€'€©] {ئءيظظب ى نيؤ ء طكؤؤةمن مةرك. نر ر،كن ةذوؤة ذتر،ةرىةطؤ. ركمظنم ئءةؤمئءوروةركم ىرظنةى ةءنمل يوةنخؤخءةرنؤ. ىرمنطكمكن زءؤو وةؤىبةىربئلؤر ومءكترلرؤمنىمة,3,0
Good,5,1
Good,5,1
When I press the update version it was doesn't responding,1,2
"I m not able to download the updates😒🌡️😠 & due to this also not able to use the app genuinely. I m also having issues in browsing due to it . So , plz fix it as soon as you can",3,2
It's amazing apps,5,0
doesnt update the latest version,1,2
App will not update via auto-update or manually (Android 10 tablet),1,2
Nice,4,0
Awesome,5,0
Salman Khan ap3,5,0
Nice app,2,0
Good👍👍,5,1
Good,5,1
Good,5,1
No comments,5,0
I can't update my Google chrome: don't know what's happening for days now.,5,2
Osm,5,0
🥰🥰🥰,5,0
Best,5,0
Md shahil rah,5,0
Good,5,1
Cant not update new version feb 2021 I am very sad,4,2
From last few times its not easy to update....,1,2
Good apps,5,1
Gd,3,0
Awesomeness !!!,5,0
👌,5,0
Better than anything else out there,4,0
Couldn't update ...pending it says,5,2
"Ok, exlent.",5,0
Very good,5,1
Chrome is the best app of other apps because too this app use for all of them all type of video songs etc but i have a prolem with my chrome i dont no why but my chrome was not update,5,2
New update is pathetic,1,2
lovely❣️,5,0
Not updated by mobile network,2,2
Siv,5,0
Awesome,4,0
I want to opening it,1,0
Good,5,1
Nice,2,0
Great,5,0
"70% Ok so far ,,",4,0
Nice,5,0
Is the best browser,5,0
I love Google Chrome it's safe and secure! Thank you Google...Lindelia.,5,0
nice,5,0
Very good sarvs,5,1
Great customer service,5,0
Not too good,3,1
bhot ghatiya,5,0
Xxx,1,0
Good app i am baratha please any job for you're company i am talent parson's but not qualification 8th discontinue but CNC completed computer knowledge also please help me thank you then sorry,5,1
Ok,5,0
Good,5,1
Awesome app,5,0
I'm Using this app since 6 or 7 years great experience 😊❤️.,5,0
Good,5,1
♡,4,0
Good website,5,1
Fast and good.,5,1
Good,5,1
Google Chrome is not updating it only showing pending,3,2
Excellent 😊,5,0
It updates itself continuosly on one click to update it never stops updating .. and on pausing a file from downloading for long i am not able to continue downloading...it stops downloading .,1,2
Better behave like honest Global Citizen!not as thekedar as you have done in regB Hussain Obama।।,4,0
Front Desks,5,0
Why the hell am I not able to update it?,3,2
"What the hell is goin on there,dude It's. Not updating anymore why.. 🤬🤬",1,2
Boring but love it,2,0
Its really very helpful and useful app.,5,0
Why some times download cancel in the middle,2,0
👌,5,0
Not able to update,1,2
osm,5,0
excellent,5,0
i am not able to update pls fix it,1,2
I can't able to update it.. Why,4,2
Masth,5,0
Update problem,5,2
Mast,5,0
Great,5,0
Good,5,1
Good,4,1
google is google!,5,0
"Since update, things slow down alot when you try to open new tab",1,2
This app updated qithout my permiission and has now screwed up my apps.,2,2
Op,5,0
One year after update,3,2
Good,5,1
Good,5,1
I love this very much.,5,0
Please Google remove your update why are you giving updates while update not working..,1,2
Make my life e asy,5,0
"Google with chrome SAY NO ABSOLUTELY NO MORE ! REALLY GOOGLE ALONE IS WONDERFUL🍾! CHROME ALONE IS AMAZING 🥂BUT ADD EM 2GETHER & U GET, Awesome Result, LIKE Peanut-Butter & Jelly, SERIOUSLY it Just GOES 2GETHER ! 1 W/OUT THE OTHER, BLAH. BUT ADD EM 2GETHER 🤲 & It's A Beautifully ⚘ Awesome💞 MATCH! Speakin Of Matches, Valentines 💝 DAY'S Comin, 2/14 & IT'S WAY SWEETIER THAN PNJ! GOIN W/THE THEME, IT'S MORE LIKE 💋💕 Chocolate🍫 & Champagne 🍾 Same As Chrome & Google. 2GETHER Perfect Fit 👄",5,2
I don't know why I can't update this app....,1,2
No update ... update is not downloadable,1,2
Good,4,1
Bakwas,1,0
Won't update,1,2
Nice,4,0
Use full app,4,0
Excellent,5,0
Great app used if for forever love the concept of everything,5,0
Goodbye,5,0
Google chrome apps is not downloading as update of my mobile. What is the problem of it?,1,2
obviously the best browser there is but its worse then the PC version and it is a bit laggy some times but its great,5,0
I can not update the new version,5,2
Good,5,1
Superb service,5,0
I still give 4 star because there problem with download when I was go to website and download because the GB was large file so it won't download even mb can't download either please fix the issue,4,0
